,Tournois,Player 1,Player 2,Score,Odds Player 1,Odds Player 2,Rank Player 1,Rank Player 2
15903,Futures 2023,Sorrentino,Moundir,2,2.08,1.66,,
15904,Futures 2023,Minarik,Buitrago,2,2.19,1.60,,
15905,Futures 2023,Farjat,Meszaros,2,1.04,8.08,,
15906,Futures 2023,Iannaccone,Alkaya,2,1.21,3.93,,
15907,Futures 2023,Karlsson,Ahti,2,1.66,2.09,,
15908,Futures 2023,Bellifemine,Potenza,2,5.10,1.13,,
15909,Futures 2023,Rossi,Trinker,2,1.21,3.88,,
15910,Futures 2023,Braithwaite,Cosnet,2,1.82,1.86,,
15911,Futures 2023,Brigida,Iaconi,2,1.11,5.43,,
15912,Futures 2023,Naw,Agabigun,2,1.19,4.26,,
15913,Futures 2023,Fajta,Michalik,2,1.07,6.73,,
15914,Futures 2023,Velcz,Mashtakov,2,1.77,1.99,,
15915,Futures 2023,Arutiunian,Hamza,2,1.47,2.51,,
15916,Futures 2023,Paroulek,Loureiro,2,1.40,2.69,,
15917,Futures 2023,Zanellato,Radojicic,2,1.01,13.53,,
15918,Futures 2023,Negritu,Fernandez,2,1.06,7.18,,
15919,Futures 2023,Manda,Juhasz,2,1.01,10.00,,
15920,Futures 2023,Lanik,Hoyos,2,1.63,2.13,,
15921,Futures 2023,Jovanovic,Popovic,2,2.82,1.38,,
15922,Futures 2023,Artnak,Monzon,2,1.66,2.08,,
15923,Futures 2023,Friberg,Lane,2,1.24,3.91,,
15924,Futures 2023,Snitari,Friend,2,1.18,4.26,,
15925,Futures 2023,Chepelev,Catini,2,1.08,6.44,430.0,
15926,Futures 2023,Picchione,Marchetti,2,1.06,7.63,,
15927,Futures 2023,Martinez,Tammaro,2,1.28,3.34,146.0,
15928,Futures 2023,Woerner,Roncadelli,2,3.41,1.27,,
15929,Futures 2023,Bacaloni,Poertner,2,1.27,3.44,,
15930,Futures 2023,Barreto,Bax,2,2.09,1.63,,
15931,Futures 2023,Justo,Musitelli,2,1.53,2.34,,
15932,Futures 2023,Bittoun,Reitano,2,1.34,3.00,,
15933,Futures 2023,Stater,Aksu,2,3.36,1.28,,
15934,Futures 2023,Klok,Ganesh,2,1.12,5.22,,
15935,Futures 2023,Eqbal,Nadaf,2,1.20,4.03,,
15936,Futures 2023,Troost,Rikkonen,2,1.12,7.29,,
15937,Futures 2023,Luis,Allen,1,1.58,3.26,,
15938,Futures 2023,Gentzsch,Moghini,2,1.26,3.52,,
15939,Futures 2023,Cucka,Setkic,1,6.38,3.78,,
15940,Futures 2023,Ivanov,Calvano,2,3.44,1.27,,
15941,Futures 2023,Cozbinov,Hodkin,2,1.15,4.64,,
15942,Futures 2023,Skorilas,Birrell,2,1.17,4.40,,
15943,Futures 2023,Madaras,Boros,2,1.01,11.00,,
15944,Futures 2023,Marino,Blaydes,2,1.30,3.24,,
15945,Futures 2023,Agafonov,Shebekin,2,1.11,5.46,,
15946,Futures 2023,Moghimi,Yazdani,2,1.28,3.31,,
15947,Futures 2023,Matsuda,Aguilar,2,1.85,1.84,,
15948,Futures 2023,Guillen,Zink,2,1.36,2.92,,
15949,Futures 2023,Nad,Wehnelt,2,6.78,1.08,,
15950,Futures 2023,Schnaitter,Madarasz,2,1.71,2.02,,
15951,Futures 2023,Ejupovic,Talic,2,1.38,8.11,392.0,
15952,Futures 2023,Boyd,Blaydes,2,1.47,2.49,,
15953,Futures 2023,Basic,Puskar,2,1.63,2.57,358.0,
15954,Futures 2023,Pawelski,Cigarran,2,1.06,7.47,,
15955,Futures 2023,Moeller,Safwat,2,1.83,1.86,,
15956,Futures 2023,Gimenez,Pisaric,2,1.17,4.36,,
15957,Futures 2023,Zukas,Schlagenhauf,2,1.31,3.10,,
15958,Futures 2023,Mikrut,Kostic,2,1.01,10.47,,
15959,Futures 2023,Walkin,Barun,2,1.34,2.97,,
15960,Futures 2023,Hornitschek,Henning,2,2.76,1.39,,
15961,Futures 2023,Ambarzumjan,Hietaranta,2,3.21,1.30,,
15962,Futures 2023,Beckley,Lomakin,2,1.35,2.98,,
15963,Futures 2023,Bocchi,Dorofeev,2,1.09,6.43,,
15964,Futures 2023,Fantini,Butulija,2,1.97,1.74,,
15965,Futures 2023,Singh,Talavar,2,1.02,9.50,,
15966,Futures 2023,Samrej,Bradshaw,2,1.44,2.58,439.0,
15967,Futures 2023,De,Charoenphon,2,3.08,1.32,,
15968,Futures 2023,Sureshkumar,Bayldon,2,1.29,7.84,,
15969,Futures 2023,Sornlaksup,Shanmugam,2,1.72,2.16,,
15970,UTR Pro Tennis Series 3,Ross,Richards,2,1.20,4.10,,
15971,UTR Pro Tennis Series 3,Chen,Mareschal-Hay,2,1.57,2.25,,
15972,Heilbronn challenger,Martinez,Thiem,2,2.47,1.51,146.0,80.0
15973,Heilbronn challenger,Kotov,Added,2,1.22,4.01,127.0,334.0
15974,Heilbronn challenger,Diaz,Janvier,2,1.10,6.27,,354.0
15975,Heilbronn challenger,Santillan,Kovalik,2,2.00,1.76,315.0,237.0
15976,Surbiton challenger,Thompson,Svajda,2,1.21,4.10,85.0,224.0
15977,Surbiton challenger,Diallo,Evans,2,2.95,1.36,151.0,68.0
15978,Surbiton challenger,Hijikata,Ivashka,2,3.29,1.31,213.0,82.0
15979,Surbiton challenger,Rodionov,Eubanks,2,2.33,1.56,120.0,86.0
15980,Prostejov challenger,Machac,Burruchaga,2,1.25,3.78,118.0,
15981,Prostejov challenger,Comesana,Kuzmanov,2,1.62,2.24,148.0,234.0
15982,Prostejov challenger,Klein,Lehecka,2,2.97,1.38,170.0,43.0
15983,Prostejov challenger,Svrcina,Mensik,2,2.46,1.52,175.0,139.0
15984,Tyler challenger,Sandgren,Chappell,2,1.43,2.70,185.0,385.0
15985,Tyler challenger,Moreno,Kwiatkowski,2,1.33,3.13,,
15986,Tyler challenger,Gojowczyk,Lajal,2,2.54,1.49,199.0,147.0
15987,Tyler challenger,Neff,Langmo,2,3.38,1.29,,376.0
15988,Tyler challenger,Galarneau,Wu,2,1.93,1.81,295.0,51.0
15989,Tyler challenger,Mansouri,Dougaz,2,2.49,1.50,424.0,308.0
15990,Futures 2023,Ivanovski,Bill,2,1.08,6.64,,
15991,Futures 2023,Gima,Villanueva,2,1.53,2.37,,425.0
15992,Futures 2023,Popko,Gomez,2,1.77,1.95,317.0,219.0
15993,Futures 2023,Martin,Vojinovic,2,1.32,3.11,,
15994,Futures 2023,Kirkin,Srbljak,2,1.20,4.08,378.0,
15995,Futures 2023,Zekic,Dica,2,1.20,3.96,331.0,
15996,Futures 2023,Zgirovsky,Pogosian,2,1.78,1.92,,
15997,Futures 2023,Aboian,Karlovskiy,2,1.62,2.13,,297.0
15998,Futures 2023,Basic,Nesterov,2,1.42,2.63,358.0,
15999,Futures 2023,Midon,Tiurnev,2,1.61,2.10,437.0,
16000,Futures 2023,Pavlovic,Mbithi,2,1.28,3.64,,
16001,Futures 2023,Gueymard,Amirov,2,1.03,9.43,,
16002,Futures 2023,Oberleitner,Bieldiugin,2,1.59,7.88,,
16003,Futures 2023,Tonejc,Petrovic,2,1.41,2.66,,
16004,Futures 2023,Prechtel,Pichler,2,2.08,1.66,,
16005,Futures 2023,Ovcharenko,Vilicich,2,1.23,4.64,,
16006,Futures 2023,Jin,Yu,2,1.04,7.95,,
16007,Futures 2023,Li,Liu,2,1.44,2.56,,
16008,Futures 2023,Liu,Dong,2,1.29,3.23,,
16009,Futures 2023,Xiao,Zhao,2,1.16,4.52,,
16010,Futures 2023,Yang,Bai,2,3.74,1.22,,
16011,Futures 2023,Huang,Lee,2,1.38,2.77,,
16012,Futures 2023,Li,Kahsay,2,1.04,7.98,,
16013,Futures 2023,Mo,Wong,2,1.11,5.45,,
16014,Futures 2023,Isomura,Crowther,2,1.17,4.37,,
16015,Futures 2023,Erel,Lorusso,1,1.47,8.31,,
16016,Futures 2023,Ly,Leong,2,1.09,5.93,,
16017,Futures 2023,Kumasaka,Chung,1,1.49,2.44,,316.0
16018,Futures 2023,Kim,Jeong,2,4.17,1.18,,
16019,Futures 2023,Jasika,Wibowo,2,1.35,8.83,380.0,
16020,Futures 2023,Moriya,Inui,2,1.06,7.17,407.0,
16021,Futures 2023,Yamasaki,Park,1,1.24,3.74,,
16022,Futures 2023,Singh,Kalovelonis,2,1.49,2.45,,
16023,Futures 2023,Jung,Isarow,2,1.31,7.11,275.0,
16024,Futures 2023,Palan,Delaney,2,1.15,5.20,333.0,
16025,Futures 2023,Lee,Kim,2,1.53,3.15,,
16026,Futures 2023,Chung,Shin,1,1.19,4.09,316.0,
16027,Futures 2023,Park,Ichikawa,2,1.54,2.31,,
16028,Futures 2023,Mochizuki,Kim,2,1.63,2.52,248.0,
16029,Futures 2023,Eriksson,Harper,2,1.73,1.98,,
16030,Futures 2023,Wallart,Rogers,2,1.76,1.96,,
16031,Futures 2023,Anthrop,Roberts,2,1.36,2.87,,
16032,Futures 2023,Smith,Ross,2,1.26,3.52,438.0,
16033,Futures 2023,Farren,Kotzen,2,2.49,1.48,,
16034,Futures 2023,Brumm,Gorzny,2,2.19,1.61,,
16035,Futures 2023,Svajda,Little,2,1.85,1.84,224.0,
16036,Futures 2023,Debru,Picchione,1,1.60,2.19,400.0,
16037,Futures 2023,Chepelev,Martinez,2,1.92,1.78,430.0,146.0
16038,Futures 2023,Serafini,Pecci,2,1.32,3.11,,
16039,Futures 2023,Napolitano,Di,2,1.09,7.69,,
16040,Futures 2023,Justo,Ahouda,2,1.09,6.34,,
16041,Futures 2023,Ocleppo,Iannaccone,2,1.38,2.82,,
16042,Futures 2023,Jianu,Bacaloni,2,1.08,6.53,,
16043,Futures 2023,Kobelt,Karlsson,2,1.43,2.62,,
16044,Futures 2023,Rossi,Skorilas,2,1.24,3.63,,
16045,Futures 2023,Bittoun,Lemstra,2,1.62,2.15,,
16046,Futures 2023,Dlimi,Noce,2,1.46,4.02,,
16047,Futures 2023,Kaukovalta,Jones,2,1.92,1.88,,
16048,Futures 2023,Voisin,Bellifemine,2,1.30,4.62,,
16049,Futures 2023,Dalla,Castagnola,2,1.41,2.71,,
16050,Futures 2023,Forti,Compagnucci,2,1.36,2.87,,
16051,Futures 2023,Pennaforti,Ivanov,2,1.26,3.91,,
16052,Futures 2023,Bertrand,Marino,2,1.39,2.77,,
16053,Futures 2023,Farjat,Minarik,2,1.40,2.71,,
16054,Futures 2023,Cozbinov,Boyd,2,1.30,3.19,,
16055,Futures 2023,Dellavedova,Fellin,2,1.79,3.19,,
16056,Futures 2023,Mridha,Oetzbach,2,1.31,3.17,,
16057,Futures 2023,Jovanovic,Stakusic,2,1.50,2.43,,
16058,Futures 2023,Vasa,Antinheimo,2,1.25,3.89,,
16059,Futures 2023,Dodig,Gill,2,1.85,1.84,,
16060,Futures 2023,Moghimi,Beckley,2,2.42,1.49,,
16061,Futures 2023,Friberg,Hornitschek,2,1.29,6.65,,
16062,Futures 2023,Moroni,Sorrentino,2,2.12,1.69,,
16063,Futures 2023,Giunta,Woerner,2,1.60,2.18,,
16064,Futures 2023,Wiedenmann,Artnak,2,1.74,1.96,,
16065,Futures 2023,Denolly,Alazmeh,2,1.09,6.06,,
16066,Futures 2023,Braithwaite,Negritu,2,2.93,1.36,,
16067,Futures 2023,Matsuda,Trochu,2,1.43,2.60,,
16068,Futures 2023,Bouquier,Luis,2,1.22,4.98,,
16069,Futures 2023,Snitari,Wong,2,2.11,1.65,,
16070,Futures 2023,Velcz,Barnat,2,2.46,1.48,,
16071,Futures 2023,Schnaitter,Pawelski,2,3.42,1.27,,
16072,Futures 2023,Giacomini,Ambarzumjan,2,1.07,7.04,,
16073,Futures 2023,Habib,Brigida,2,1.13,5.42,369.0,
16074,Futures 2023,Ejupovic,Lanik,2,1.25,3.58,392.0,
16075,Futures 2023,Fajta,Manda,2,1.35,3.07,,
16076,Futures 2023,Pereira,Mu,1,2.00,1.71,,
16077,Futures 2023,Mikrut,Moeller,2,2.34,1.54,,
16078,Futures 2023,Paroulek,Nad,2,1.26,3.52,,
16079,Futures 2023,Gentzsch,Troost,2,1.38,2.82,,
16080,Futures 2023,Ellis,Ferguson,2,1.27,3.44,,
16081,Futures 2023,Madaras,Guillen,2,1.29,4.21,,
16082,Futures 2023,Fantini,Arutiunian,2,1.85,1.84,,
16083,Futures 2023,Bini,Saritas,2,2.57,1.44,,
16084,Futures 2023,Obradovic,Walkin,2,1.74,1.97,,
16085,Futures 2023,Gimenez,Zukas,1,3.05,1.31,,
16086,Futures 2023,Zanellato,Cucka,2,1.19,7.99,,
16087,Futures 2023,Paul,Basic,2,1.18,6.51,23.0,358.0
16088,Futures 2023,Ellis,Chaiyarin,2,1.31,5.15,,
16089,Futures 2023,Esmail,Souri,2,1.15,4.56,,
16090,Futures 2023,Stater,Klok,2,5.51,1.20,,
16091,Futures 2023,Naw,Eqbal,2,1.19,4.08,,
16092,Futures 2023,Pennaforti,Kirci,1,1.57,2.22,,
16093,Futures 2023,Singh,Agafonov,2,3.01,1.35,,
16094,Futures 2023,Sekulic,Vishwakarma,2,1.38,2.74,,
16095,Futures 2023,Dev,De,2,1.12,4.60,,
16096,Futures 2023,Becroft,Wattanakul,2,1.80,1.80,,
16097,Futures 2023,Hazawa,Reynolds,2,1.27,3.38,,
16098,Futures 2023,Samrej,Sornlaksup,2,1.23,3.76,439.0,
16099,Futures 2023,Sureshkumar,Kimhi,2,2.64,1.41,,
16100,Futures 2023,Sekulic,Taguchi,2,1.25,4.81,,
16101,Futures 2023,Jones,Sumizawa,2,2.18,1.61,,
16102,Futures 2023,Dev,Bhangdia,2,1.09,6.41,,
16103,Futures 2023,Kimhi,Matsuda,2,1.77,3.02,,
16104,Futures 2023,Wattanakul,Timangkul,2,1.29,7.86,,
16105,UTR Pro Tennis Series 3,Potter,You,2,1.85,1.85,,
16106,French Open,Ruud,Zverev,3,1.89,1.94,9.0,11.0
16107,French Open,Djokovic,Alcaraz,3,2.67,1.51,1.0,2.0
16108,Heilbronn challenger,Martinez,Kotov,2,1.77,2.01,146.0,127.0
16109,Heilbronn challenger,Diaz,Santillan,2,1.27,3.62,,315.0
16110,Heilbronn challenger,Molleker,Galan,2,3.29,1.32,390.0,
16111,Surbiton challenger,Rodionov,Diallo,2,2.09,1.71,120.0,151.0
16112,Surbiton challenger,Murray,Kubler,2,1.39,2.93,25.0,91.0
16113,Surbiton challenger,Thompson,Hijikata,2,1.29,3.47,85.0,213.0
16114,Surbiton challenger,Bergs,Lestienne,2,1.61,2.26,160.0,101.0
16115,Prostejov challenger,Machac,Comesana,2,1.46,2.63,118.0,148.0
16116,Prostejov challenger,Svrcina,Klein,2,2.16,1.67,175.0,170.0
16117,Tyler challenger,Moreno,Sandgren,2,1.42,2.77,,185.0
16118,Tyler challenger,Gojowczyk,Neff,2,1.30,3.40,199.0,
16119,Tyler challenger,Kukushkin,Shimizu,2,1.75,2.03,177.0,263.0
16120,Tyler challenger,Galarneau,Mansouri,2,1.49,2.55,295.0,424.0
16121,Futures 2023,Landaluce,Lopez,2,2.10,1.66,440.0,172.0
16122,Futures 2023,Barranco,Lopez,2,1.65,2.09,,172.0
16123,Futures 2023,Royer,Kravchenko,2,1.36,2.90,319.0,
16124,Futures 2023,Merida,Alcala,2,1.50,2.42,,
16125,Futures 2023,Barranco,Gonzalez,2,1.05,7.55,,
16126,Futures 2023,Ivanovski,Basic,1,2.28,1.55,,358.0
16127,Futures 2023,Lopez,Oliveira,2,2.37,1.52,172.0,382.0
16128,Futures 2023,Lopez,Winter,2,1.13,4.95,172.0,
16129,Futures 2023,Landaluce,Jorda,2,1.52,2.38,440.0,
16130,Futures 2023,Prechtel,Ovcharenko,2,3.18,1.31,,
16131,Futures 2023,Gima,Popko,2,2.37,1.68,,317.0
16132,Futures 2023,Kirkin,Zekic,2,1.84,1.94,378.0,331.0
16133,Futures 2023,Tonejc,Martin,2,1.29,3.29,,
16134,Futures 2023,Alcala,Dellien,2,2.36,1.52,,106.0
16135,Futures 2023,Royer,Blanch,2,1.14,5.66,319.0,365.0
16136,Futures 2023,Kravchenko,Strombachs,2,2.14,1.63,,
16137,Futures 2023,Merida,Cukierman,2,1.46,2.52,,435.0
16138,Futures 2023,Gueymard,Oberleitner,2,1.47,2.49,,
16139,Futures 2023,Liu,Jin,2,2.86,1.35,,
16140,Futures 2023,Zgirovsky,Aboian,2,2.36,1.52,,
16141,Futures 2023,Pavlovic,Midon,2,3.56,1.25,,437.0
16142,Futures 2023,Jasika,Isomura,2,1.18,4.30,380.0,
16143,Futures 2023,Erel,Jung,1,3.13,1.31,,275.0
16144,Futures 2023,Moriya,Singh,2,1.27,3.41,407.0,
16145,Futures 2023,Mo,Li,1,1.44,2.57,,
16146,Futures 2023,Yang,Xiao,2,2.21,1.59,,
16147,Futures 2023,Li,Huang,2,2.91,1.35,,
16148,Futures 2023,Palan,Yamasaki,2,1.24,3.59,333.0,
16149,Futures 2023,Lee,Kim,2,1.19,4.07,,
16150,Futures 2023,Kumasaka,Mochizuki,2,2.74,1.66,,248.0
16151,Futures 2023,Park,Chung,2,4.48,1.17,,316.0
16152,Futures 2023,Smith,Farren,2,1.27,3.53,438.0,
16153,Futures 2023,Brumm,Svajda,2,2.26,1.56,,224.0
16154,Futures 2023,Eriksson,Wallart,2,1.71,2.01,,
16155,Futures 2023,Anthrop,Angele,2,2.92,1.36,,
16156,Futures 2023,Chepelev,Debru,2,2.35,1.53,430.0,400.0
16157,Futures 2023,Bocchi,Moghimi,2,1.35,2.93,,
16158,Futures 2023,Madaras,Schnaitter,2,2.81,5.02,,
16159,Futures 2023,Ocleppo,Forti,2,1.79,1.90,,
16160,Futures 2023,Moroni,Barreto,2,2.87,1.37,,
16161,Futures 2023,Paroulek,Velcz,2,1.48,2.46,,
16162,Futures 2023,Bittoun,Dlimi,2,2.40,1.50,,
16163,Futures 2023,Gentzsch,Kobelt,2,1.61,2.19,,
16164,Futures 2023,Friberg,Rossi,2,1.23,3.70,,
16165,Futures 2023,Napolitano,Voisin,2,1.25,3.58,,
16166,Futures 2023,Dalla,Serafini,2,1.64,2.11,,
16167,Futures 2023,Bertrand,Pereira,2,1.41,2.71,,
16168,Futures 2023,Snitari,Braithwaite,2,1.21,3.99,,
16169,Futures 2023,Jianu,Justo,2,1.28,3.31,,
16170,Futures 2023,Mridha,Vasa,2,1.77,1.94,,
16171,Futures 2023,Paul,Jovanovic,2,1.27,3.42,23.0,
16172,Futures 2023,Denolly,Giunta,2,1.20,4.05,,
16173,Futures 2023,Dodig,Obradovic,2,1.19,4.10,,
16174,Futures 2023,Kaukovalta,Giacomini,2,2.41,1.50,,
16175,Futures 2023,Matsuda,Cozbinov,2,2.84,1.37,,
16176,Futures 2023,Habib,Bouquier,2,1.37,2.82,369.0,
16177,Futures 2023,Mikrut,Zanellato,1,1.57,2.24,,
16178,Futures 2023,Dev,Sekulic,2,3.32,1.28,,
16179,Futures 2023,Jones,Samrej,2,3.78,1.23,,439.0
16180,Futures 2023,Ejupovic,Gimenez,2,1.22,3.77,392.0,
16181,Futures 2023,Singh,Pennaforti,2,1.88,1.79,,
16182,Futures 2023,Naw,Fantini,2,1.34,2.99,,
16183,Futures 2023,Stater,Chepik,2,1.30,3.22,,
16184,Futures 2023,Ellis,Becroft,1,1.28,3.33,,
16185,Futures 2023,Hazawa,Sureshkumar,2,1.36,2.91,,
16186,UTR Pro Tennis Series 3,Sriniketh,Nortey,2,2.35,1.53,,
16187,UTR Pro Tennis Series 3,You,Mareschal-Hay,2,2.35,1.53,,
16188,UTR Pro Tennis Series 3,Chen,Kim,2,1.26,3.50,,
16189,UTR Pro Tennis Series 3,Noroozian,Spiers,2,1.09,6.00,,
16190,UTR Pro Tennis Series 3,Hill,Samaha,2,1.20,4.10,,
16191,Heilbronn challenger,Arnaldi,Martinez,2,1.45,2.71,50.0,146.0
16192,Heilbronn challenger,Diaz,Molleker,2,1.39,2.90,,390.0
16193,Heilbronn challenger,Arnaldi,Munar,2,1.97,1.80,50.0,112.0
16194,Surbiton challenger,Rodionov,Bergs,2,1.82,1.94,120.0,160.0
16195,Surbiton challenger,Murray,Thompson,2,1.47,2.60,25.0,85.0
16196,Prostejov challenger,Svrcina,Machac,2,2.96,1.38,175.0,118.0
16197,Tyler challenger,Moreno,Gojowczyk,2,1.42,2.75,,199.0
16198,Tyler challenger,Kukushkin,Galarneau,2,1.95,1.82,177.0,295.0
16199,Futures 2023,Barranco,Landaluce,2,1.67,2.08,,440.0
16200,Futures 2023,Merida,Royer,2,2.08,1.68,,319.0
16201,Futures 2023,Ivanovski,Kirkin,2,2.07,1.67,,378.0
16202,Futures 2023,Gima,Pavlovic,2,1.63,2.30,,
16203,Futures 2023,Zgirovsky,Prechtel,2,2.71,1.41,,
16204,Futures 2023,Li,Mo,2,3.26,1.30,,
16205,Futures 2023,Liu,Yang,2,2.13,1.65,,
16206,Futures 2023,Gueymard,Tonejc,2,1.05,7.83,,
16207,Futures 2023,Erel,Jasika,2,2.28,1.56,,380.0
16208,Futures 2023,Moriya,Ly,2,1.79,1.91,407.0,
16209,Futures 2023,Park,Kumasaka,2,1.32,3.09,,
16210,Futures 2023,Lee,Palan,2,2.08,1.67,,333.0
16211,Futures 2023,Anthrop,Smith,2,2.18,1.61,,438.0
16212,Futures 2023,Ocleppo,Dalla,2,1.42,2.66,,
16213,Futures 2023,Napolitano,Chepelev,2,1.34,3.05,,430.0
16214,Futures 2023,Moroni,Bittoun,1,2.11,1.65,,
16215,Futures 2023,Habib,Bertrand,2,1.39,2.78,369.0,
16216,Futures 2023,Matsuda,Snitari,2,2.45,1.49,,
16217,Futures 2023,Denolly,Jianu,2,3.05,1.34,,
16218,Futures 2023,Madaras,Paroulek,2,1.25,3.52,,
16219,Futures 2023,Kaukovalta,Mridha,2,1.74,1.98,,
16220,Futures 2023,Mikrut,Dodig,2,3.05,1.33,,
16221,Futures 2023,Friberg,Gentzsch,2,1.21,3.91,,
16222,Futures 2023,Bocchi,Singh,2,1.60,2.21,,
16223,Futures 2023,Ejupovic,Paul,2,1.81,1.90,392.0,23.0
16224,Futures 2023,Wiedenmann,Farjat,2,2.62,1.42,,
16225,Futures 2023,Fajta,Dellavedova,2,1.66,2.69,,
16226,Futures 2023,Stater,Naw,2,4.23,1.19,,
16227,Futures 2023,Hazawa,Ellis,2,2.17,1.62,,
16228,Futures 2023,Dev,Jones,2,1.52,2.37,,
16229,UTR Pro Tennis Series 3,Donarski,Samaha,2,2.25,1.57,,
16230,UTR Pro Tennis Series 3,Noroozian,Steiglehner,2,1.53,2.35,,
16231,UTR Pro Tennis Series 3,Richards,You,2,1.85,1.85,,
16232,UTR Pro Tennis Series 3,Nortey,Potter,2,1.60,2.20,,
16233,UTR Pro Tennis Series 3,Ross,Chen,2,1.85,1.85,,
16234,UTR Pro Tennis Series 3,Hill,Sriniketh,2,1.22,3.90,,
16235,UTR Pro Tennis Series 3,Szilvassy,Kliebhan,2,1.72,2.00,,
16236,UTR Pro Tennis Series 3,Donarski,Pearson,2,2.60,1.44,,
16237,Hertogenbosch,Hijikata,Haase,2,1.36,3.01,213.0,235.0
16238,Hertogenbosch,Leshem,Kotov,2,3.90,1.24,359.0,127.0
16239,Hertogenbosch,Berankis,Gabriel,2,1.03,11.57,129.0,
16240,Hertogenbosch,Herbert,Sels,2,1.39,2.87,,276.0
16241,Hertogenbosch,Mpetshi,Vavassori,2,2.32,1.58,,107.0
16242,Hertogenbosch,Fils,Harris,2,1.62,2.23,44.0,103.0
16243,Hertogenbosch,Fils,Harris,2,1.62,2.23,44.0,387.0
16244,Hertogenbosch,Goffin,Deckers,2,1.06,8.56,62.0,
16245,Stuttgart,Hassan,Safiullin,2,5.40,1.14,270.0,65.0
16246,Stuttgart,Watanuki,Squire,2,1.36,3.02,96.0,409.0
16247,Stuttgart,Bellier,Orlov,2,1.17,4.85,304.0,
16248,Stuttgart,Gojo,Rosenkranz,2,1.20,4.26,115.0,413.0
16249,Stuttgart,Fucsovics,Wessels,2,1.06,8.49,53.0,384.0
16250,Stuttgart,Albot,Gaston,2,1.68,2.09,138.0,157.0
16251,Stuttgart,Eubanks,Lock,2,1.11,6.35,86.0,408.0
16252,Stuttgart,Celikbilek,Rehberg,2,1.47,2.60,290.0,
16253,French Open,Djokovic,Ruud,3,1.21,4.85,1.0,9.0
16254,Heilbronn challenger,Arnaldi,Diaz,2,1.65,2.18,50.0,
16255,Surbiton challenger,Murray,Rodionov,2,1.35,3.14,25.0,120.0
16256,Tyler challenger,Moreno,Kukushkin,2,1.39,2.88,,177.0
16257,Futures 2023,Barranco,Merida,2,1.49,2.46,,
16258,Futures 2023,Ivanovski,Gueymard,2,2.04,1.71,,
16259,Futures 2023,Li,Liu,2,1.62,2.19,,
16260,Futures 2023,Zgirovsky,Gima,2,3.62,1.25,,
16261,Futures 2023,Erel,Moriya,2,1.80,1.90,,407.0
16262,Futures 2023,Park,Lee,2,1.88,1.82,,
16263,Futures 2023,Bocchi,Stater,2,1.39,2.78,,
16264,Futures 2023,Moroni,Denolly,2,2.43,1.50,,
16265,Futures 2023,Friberg,Kaukovalta,2,1.29,3.28,,
16266,Futures 2023,Habib,Matsuda,2,1.24,3.68,369.0,
16267,Futures 2023,Fajta,Madaras,2,2.67,2.34,,
16268,Futures 2023,Ocleppo,Napolitano,2,2.35,1.53,,
16269,Futures 2023,Ejupovic,Mikrut,2,1.39,2.78,392.0,
16270,Futures 2023,Hazawa,Dev,2,1.51,2.40,,
16271,Futures 2023,Brumm,Eriksson,2,2.48,1.48,,
16272,UTR Pro Tennis Series 3,Szilvassy,Amadike,2,1.28,3.30,,
16273,UTR Pro Tennis Series 3,Mareschal-Hay,Pearson,2,1.85,1.85,,
16274,UTR Pro Tennis Series 3,Kliebhan,Spiers,2,1.22,3.90,,
16275,Bratislava 2 challenger,Safwat,Ajdukovic,1,3.68,1.24,,325.0
16276,Bratislava 2 challenger,Dutra,Pichler,2,1.56,2.29,,
16277,Bratislava 2 challenger,Vrbensky,Lanik,2,1.13,5.28,,
16278,Bratislava 2 challenger,Kym,Valkusz,2,2.81,1.62,,152.0
16279,Futures 2023,Pietri,Herrmann,2,1.13,4.62,,
16280,Futures 2023,Bouquet,Donnet,2,1.81,1.82,,
16281,Futures 2023,Rolland,Stephens,2,1.16,4.24,,
16282,Futures 2023,Andre,Munoz,2,1.03,8.00,,
16283,Futures 2023,Piombo,Philibert,2,2.20,1.56,,
16284,Futures 2023,Tanner,Fabre,2,2.32,1.51,,
16285,Futures 2023,Cadenasso,Hartig,2,1.46,2.45,,
16286,Futures 2023,Bondaz,Krischke,2,1.06,6.33,,
16287,Futures 2023,Vasser,Sudzum,2,1.06,6.75,,
16288,Futures 2023,Frequelin,Faure,2,6.17,1.07,,
16289,Futures 2023,Krohn,Noltorp,2,2.20,1.55,,
16290,Futures 2023,Roche,Gueymard,2,1.40,2.50,,
16291,Futures 2023,Pieri,Boagnon,2,1.95,1.65,,
16292,Futures 2023,Martin,Mathiasen,2,1.11,5.25,,
16293,Futures 2023,Pavlenko,Genier,2,1.19,4.00,,
16294,Futures 2023,Andrianaly,Puttergill,2,1.18,4.08,,
16295,Futures 2023,Dhaliwal,Kubo,2,3.73,1.21,,
16296,Futures 2023,Fiorentini,Kristensen,2,1.34,2.85,,
16297,Futures 2023,Formella,Julia,2,1.72,1.94,,
16298,Futures 2023,Kuehne,Maric,2,1.28,3.17,,
16299,Futures 2023,Bladelius,Kristensen,2,1.03,8.75,,
16300,Futures 2023,Larwig,Gabelic,2,1.07,6.25,,
16301,Futures 2023,Zuniga,Schatzmann,2,1.56,2.20,,
16302,Futures 2023,Grinderslev,Mikkelsen,2,1.01,10.00,,
16303,Futures 2023,Thurner,Shalmi,2,2.10,1.61,,
